,level_0,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
0,1,10,10,Л'Этуаль,Магазин «Промтовары»,Л'Этуаль,да,реализация непродовольственных товаров,"город Москва, проспект Вернадского, дом 6",район Раменки,Западный административный округ,37.5283489999999,55.6923049999999,1902067.8484502072,6404421.126142881
1,3,98,98,Подружка,Магазин «Промтовары»,Подружка,да,реализация непродовольственных товаров,"город Москва, Чертановская улица, дом 32, строение 1",район Чертаново Центральное,Южный административный округ,37.591651342219045,55.61859421107524,1908653.666919538,6397796.818649189
2,5,281,281,Магнит Косметик,Магазин «Промтовары»,Магнит,да,реализация непродовольственных товаров,"город Москва, улица Лефортовский Вал, дом 7",район Лефортово,Юго-Восточный административный округ,37.70236779347697,55.75971455078106,1910152.414822434,6415331.934052117
3,17,636,636,Fix price,Магазин «Промтовары»,Fix Price,да,реализация непродовольственных товаров,"город Москва, Байкальская улица, дом 37",район Гольяново,Восточный административный округ,37.81443253774092,55.817734318853645,1914785.9974123756,6423942.35093782
4,19,649,649,Магазин «Спецодежда»,Магазин «Промтовары»,Спецодежда,да,реализация непродовольственных товаров,"город Москва, Бакинская улица, дом 13",район Царицыно,Южный административный округ,37.657725603664424,55.621389184393166,1912581.374758569,6399484.945267886
5,35,931,931,Комус,Магазин «Промтовары»,Комус,да,реализация непродовольственных товаров,"город Москва, Бутырская улица, дом 7",Савёловский район,Северный административный округ,37.58387830286943,55.79436893666154,1901666.950446813,6416583.96921659
6,37,945,945,Л'Этуаль (L'ETOILE),Магазин «Промтовары»,Л'Этуаль,да,реализация непродовольственных товаров,"город Москва, Бутырская улица, дом 97",Савёловский район,Северный административный округ,37.579384877229536,55.80753161051427,1900906.0855287188,6417908.865645992
7,39,969,969,Императорский фарфор,Магазин «Промтовары»,Императорский фарфор,да,реализация непродовольственных товаров,"город Москва, Валовая улица, дом 8/18",район Замоскворечье,Центральный административный округ,37.6315068790561,55.73084467519738,1906918.8470700718,6410733.488250739
8,43,1036,1036,Магнит,Магазин «Промтовары»,Магнит,да,реализация непродовольственных товаров,"город Москва, Велозаводская улица, дом 3/2",Южнопортовый район,Юго-Восточный административный округ,37.66441019198812,55.71758405622897,1909413.199921727,6409994.388844019
9,64,1600,1600,Стильные кухни,Магазин «Промтовары»,Стильные кухни,да,реализация непродовольственных товаров,"город Москва, Дмитровское шоссе, дом 21, корпус 2",Тимирязевский район,Северный административный округ,37.57186023819021,55.823113506614725,1899871.7445073337,6419431.266107158
10,68,1772,1772,Южный двор,Магазин «Промтовары»,Южный двор,да,реализация непродовольственных товаров,"город Москва, 1-я Дубровская улица, дом 5",Таганский район,Центральный административный округ,37.67025047351613,55.72706251239525,1909415.8851823532,6411138.556141922
11,74,2039,2039,Южный двор,Магазин «Промтовары»,Южный двор,да,реализация непродовольственных товаров,"город Москва, улица Большие Каменщики, дом 21/8",Таганский район,Центральный административный округ,37.65746117396159,55.7355856167673,1908321.0858818882,6411788.708483979
12,75,2084,2084,Подружка,Магазин «Промтовары»,Подружка,да,реализация непродовольственных товаров,"город Москва, Каргопольская улица, дом 14, корпус 1",район Отрадное,Северо-Восточный административный округ,37.592999248308736,55.86367350761618,1899649.00579149,6424243.801428532
13,82,2188,2188,Императорский фарфор,Магазин «Промтовары»,Императорский фарфор,да,реализация непродовольственных товаров,"город Москва, Мясницкая улица, дом 40А",Басманный район,Центральный административный округ,37.640637829047286,55.766471824108784,1906150.2439707224,6414764.73174947
14,84,2251,2251,Roomers,Магазин «Промтовары»,Roomers,да,реализация непродовольственных товаров,"город Москва, Малая Сухаревская площадь, дом 2/4",Мещанский район,Центральный административный округ,37.6285628876615,55.77290784630088,1905177.475720213,6415205.441079168
15,94,2523,2523,Комус,Магазин «Промтовары»,Комус,да,реализация непродовольственных товаров,"город Москва, Верхняя Красносельская улица, дом 34",Красносельский район,Центральный административный округ,37.66474443245907,55.780128258524904,1907106.7172874412,6416741.81404464
16,102,2811,2811,Серебряный мир,Магазин «Промтовары»,Серебряный мир,да,реализация непродовольственных товаров,"город Москва, Ленинградское шоссе, дом 17/1",Войковский район,Северный административный округ,37.49530800504425,55.8211790905801,1895297.7652784025,6417628.006653562
17,111,2924,2924,Кухни Мария,Магазин «Промтовары»,Кухни Мария,да,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 62/1",Гагаринский район,Юго-Западный административный округ,37.55448890914677,55.694024663113595,1903596.2839711504,6405152.435713416
18,116,2962,2962,МОСХОЗТОРГ (+реализация цветочной продукции),Магазин «Промтовары»,МОСХОЗТОРГ,да,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 75/9",Гагаринский район,Юго-Западный административный округ,37.544839767587035,55.686882850186684,1903272.7305514768,6404180.785308862
19,117,2963,2963,Ларес,Магазин «Промтовары»,Ларес,да,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 75/9",Гагаринский район,Юго-Западный административный округ,37.54496861073864,55.68697438354535,1903277.1943002641,6404193.346404987
20,118,2998,2998,МОСХОЗТОРГ (+реализация цветочной продукции),Магазин «Промтовары»,МОСХОЗТОРГ,да,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 91",Ломоносовский район,Юго-Западный административный округ,37.52932348144837,55.67634291659292,1902716.9794192738,6402720.232541813
21,124,3222,3222,Мобил Элемент,Магазин «Промтовары»,Мобил Элемент,да,реализация непродовольственных товаров,"город Москва, улица Нижняя Масловка, дом 18",Савёловский район,Северный административный округ,37.57192225535713,55.79191124387176,1901032.015039411,6416069.361863958
22,125,3228,3228,Комус,Магазин «Промтовары»,Комус,да,реализация непродовольственных товаров,"город Москва, улица Мастеркова, дом 3",Даниловский район,Южный административный округ,37.65845693087973,55.708695315886146,1909381.487419584,6408911.383488345
23,128,3277,3277,Fix Price,Магазин «Промтовары»,Fix Price,да,реализация непродовольственных товаров,"город Москва, улица Миклухо-Маклая, дом 55",район Коньково,Юго-Западный административный округ,37.534535963527226,55.64077546335021,1904348.7603635448,6398993.568761101
24,131,3319,3319,Салон сотовой связи Билайн,Магазин «Промтовары»,Билайн,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 40",Мещанский район,Центральный административный округ,37.63371606098804,55.78023653983508,1905218.20162463,6416103.203433675
25,132,3320,3320,Pandora,Магазин «Промтовары»,Pandora,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 40",Мещанский район,Центральный административный округ,37.63371606098804,55.78023653983508,1905218.20162463,6416103.203433675
26,133,3322,3322,МТС,Магазин «Промтовары»,МТС,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 40",Мещанский район,Центральный административный округ,37.63371606098804,55.78023653983508,1905218.20162463,6416103.203433675
27,134,3324,3324,Л'Этуаль,Магазин «Промтовары»,Л'Этуаль,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 45",Мещанский район,Центральный административный округ,37.63368107269334,55.78257965010523,1905129.0037770653,6416354.993769272
28,135,3327,3327,Московский Ювелирный Завод,Магазин «Промтовары»,Московский Ювелирный Завод,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 45",Мещанский район,Центральный административный округ,37.63368107269334,55.78257965010523,1905129.0037770653,6416354.993769272
29,137,3329,3329,Связной,Магазин «Промтовары»,Связной,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 47, строение 1",Мещанский район,Центральный административный округ,37.63385822511758,55.78297253604328,1905125.1624052627,6416401.045852182
30,140,3336,3336,Милабель,Магазин «Промтовары»,Милабель,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 56, строение 2",Мещанский район,Центральный административный округ,37.63563140757296,55.78401472292596,1905194.1188892615,6416550.498998658
31,144,3348,3348,Салон оптики Линзмастер,Магазин «Промтовары»,Линзмастер,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 73",Мещанский район,Центральный административный округ,37.63426868811364,55.78909261338142,1904922.6454035817,6417069.209986878
32,145,3349,3349,Кенгуру,Магазин «Промтовары»,Кенгуру,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 73",Мещанский район,Центральный административный округ,37.63426868811364,55.78909261338142,1904922.6454035817,6417069.209986878
33,147,3351,3351,Salamander,Магазин «Промтовары»,Salamander,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 78",Мещанский район,Центральный административный округ,37.63512344165136,55.79134524049448,1904890.8248569688,6417329.874315332
34,152,3547,3547,Магнит Косметик,Магазин «Промтовары»,Магнит,да,реализация непродовольственных товаров,"город Москва, Мурановская улица, дом 6",район Бибирево,Северо-Восточный административный округ,37.60047734683597,55.89201800604157,1899049.5224999376,6427454.321045595
35,154,3600,3600,Подружка,Магазин «Промтовары»,Подружка,да,реализация непродовольственных товаров,"город Москва, Нагорный бульвар, дом 7",район Котловка,Юго-Западный административный округ,37.59527995449558,55.67335404289928,1906846.362309401,6403777.078076527
36,163,3787,3787,Магнит Косметик,Магазин «Промтовары»,Магнит,да,реализация непродовольственных товаров,"город Москва, Новопетровская улица, дом 14",район Коптево,Северный административный округ,37.52094281757468,55.82677030851259,1896646.7942140084,6418764.146267744
37,167,3953,3953,СМЕШНЫЕ ЦЕНЫ,Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, Открытое шоссе, дом 17, корпус 4",район Метрогородок,Восточный административный округ,37.75162031294728,55.821601769078725,1910832.2407918803,6423035.285073003
38,171,3975,3975,Серебро,Магазин «Промтовары»,Серебро,да,реализация непродовольственных товаров,"город Москва, Открытое шоссе, дом 24, корпус 11",район Метрогородок,Восточный административный округ,37.757540520342815,55.822999587380295,1911139.000621517,6423310.447427741
39,174,4060,4060,Иголочка,Магазин «Промтовары»,Иголочка,да,реализация непродовольственных товаров,"город Москва, 11-я Парковая улица, дом 9/35",район Восточное Измайлово,Восточный административный округ,37.80523111369641,55.79203190650579,1915190.9143122672,6420979.857549993
40,175,4067,4067,Смешные цены,Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, 15-я Парковая улица, дом 16, корпус 1",район Восточное Измайлово,Восточный административный округ,37.83149262020061,55.80090953682139,1916451.54734584,6422490.535990463
41,177,4112,4112,КрепМаркет,Магазин «Промтовары»,КрепМаркет,да,реализация непродовольственных товаров,"город Москва, Первомайская улица, дом 35/18",район Измайлово,Восточный административный округ,37.78323126992576,55.793087635461475,1913816.32297512,6420629.531909347
42,180,4136,4136,Смешные цены,Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, Первомайская улица, дом 99",район Восточное Измайлово,Восточный административный округ,37.80849425582347,55.793616494867116,1915329.5686165118,6421219.403000267
43,181,4144,4144,Ларес,Магазин «Промтовары»,Ларес,да,реализация непродовольственных товаров,"город Москва, Первомайская улица, дом 106",район Восточное Измайлово,Восточный административный округ,37.814032300391816,55.792797669278144,1915696.3021376103,6421248.112111827
44,182,4152,4152,"Смешные цены. Одежда,обувь",Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, Первомайская улица, дом 119",район Восточное Измайлово,Восточный административный округ,37.819906354191644,55.79379768227636,1916015.2578000056,6421479.848963115
45,191,4492,4492,Gipfel,Магазин «Промтовары»,Gipfel,да,реализация непродовольственных товаров,"город Москва, Профсоюзная улица, дом 19",Академический район,Юго-Западный административный округ,37.564254236165404,55.67845984660722,1904767.0182828181,6403678.329831042
46,192,4498,4498,Кухонный двор,Магазин «Промтовары»,Кухонный двор,да,реализация непродовольственных товаров,"город Москва, Профсоюзная улица, дом 20/9",Академический район,Юго-Западный административный округ,37.56653295249664,55.68204805375985,1904773.0449485632,6404112.864980833
47,195,4584,4584,Магазин обуви ECCO,Магазин «Промтовары»,ECCO,да,реализация непродовольственных товаров,"город Москва, Пятницкая улица, дом 17/4, строение 1",район Замоскворечье,Центральный административный округ,37.62866359646554,55.74317663960115,1906287.9405805012,6412003.112904882
48,205,4781,4781,Togas,Магазин «Промтовары»,Togas,да,реализация непродовольственных товаров,"город Москва, Садовая-Сухаревская улица, дом 13/15",Мещанский район,Центральный административный округ,37.625433,55.774046,1904945.055737872,6415262.572716868
49,212,5018,5018,Смешные цены,Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, Снежная улица, дом 25",район Свиблово,Северо-Восточный административный округ,37.65214593794929,55.85547889524327,1903538.1127055755,6424597.228392389
50,213,5060,5060,Смешные цены,Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, проспект 40 лет Октября, дом 19",район Люблино,Юго-Восточный административный округ,37.746294851288006,55.676799754279756,1915916.515846226,6407321.9278492285
51,215,5071,5071,Адамас,Магазин «Промтовары»,Адамас,да,реализация непродовольственных товаров,"город Москва, Спартаковская улица, дом 18",Басманный район,Центральный административный округ,37.676554833594494,55.772055193166324,1908124.5481527904,6416119.627361376
52,222,5254,5254,Fix Price,Магазин «Промтовары»,Fix Price,да,реализация непродовольственных товаров,"город Москва, Сходненская улица, дом 25",район Южное Тушино,Северо-Западный административный округ,37.438781181426776,55.84551402992463,1890969.9735632944,6419077.96880227
53,224,5269,5269,Улыбка Радуги,Магазин «Промтовары»,Улыбка радуги,да,реализация непродовольственных товаров,"город Москва, Сходненская улица, дом 50",район Южное Тушино,Северо-Западный административный округ,37.44059681413546,55.84773874378519,1890998.1248074928,6419355.486315134
54,225,5354,5354,LUSH,Магазин «Промтовары»,LUSH,да,реализация непродовольственных товаров,"город Москва, улица Солянка, дом 1/2, строение 1",Басманный район,Центральный административный округ,37.63796053357998,55.75415406506319,1906445.3131046016,6413381.070080381
55,227,5477,5477,МОСХОЗТОРГ (+реализация цветочной продукции),Магазин «Промтовары»,МОСХОЗТОРГ,да,реализация непродовольственных товаров,"город Москва, Трифоновская улица, дом 56",Мещанский район,Центральный административный округ,37.631358358443336,55.789314648104714,1904737.672655616,6417032.200344309
56,231,5602,5602,Смешные цены,Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, улица Дмитрия Ульянова, дом 16, корпус 1",Академический район,Юго-Западный административный округ,37.569884753746464,55.68846086096968,1904739.8374768563,6404874.380737736
57,233,5659,5659,Подружка,Магазин «Промтовары»,Подружка,да,реализация непродовольственных товаров,"город Москва, Уральская улица, дом 13",район Гольяново,Восточный административный округ,37.79704175233139,55.818594544494324,1913699.2030529915,6423668.137376873
58,237,5731,5731,Fix Price,Магазин «Промтовары»,Fix Price,да,реализация непродовольственных товаров,"город Москва, улица Фабрициуса, дом 44, корпус 1",район Южное Тушино,Северо-Западный административный округ,37.42993677064533,55.844486324768994,1890471.2933279662,6418783.822571877
59,240,5897,5897,Улыбка радуги,Магазин «Промтовары»,Улыбка радуги,да,реализация непродовольственных товаров,"город Москва, 3-я Фрунзенская улица, дом 3",район Хамовники,Центральный административный округ,37.579688999,55.719508999,1904186.8951000369,6408426.774113666
60,241,5920,5920,Смешные Цены,Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, улица Хачатуряна, дом 20",район Отрадное,Северо-Восточный административный округ,37.60444462148483,55.86196698532417,1900405.9915826928,6424298.888138353
61,243,5950,5950,Ile de Beaute,Магазин «Промтовары»,Ile de Beaute,да,реализация непродовольственных товаров,"город Москва, улица Маросейка, дом 9/2, строение 1",Басманный район,Центральный административный округ,37.63437210533228,55.7577578594182,1906093.31038816,6413694.291403962
62,246,6065,6065,Улыбка радуги,Магазин «Промтовары»,Улыбка радуги,да,реализация непродовольственных товаров,"город Москва, улица Преображенский Вал, дом 1, строение 1",район Преображенское,Восточный административный округ,37.716401416081226,55.794252198464974,1909716.7778632625,6419348.231329166
63,247,6093,6093,Смешные цены,Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, Хабаровская улица, дом 6, корпус 1",район Гольяново,Восточный административный округ,37.82810942345096,55.81742909711055,1915626.769202441,6424198.203928508
64,248,6112,6112,Home market,Магазин «Промтовары»,Home Market,да,реализация непродовольственных товаров,"город Москва, Хабаровская улица, дом 12/23",район Гольяново,Восточный административный округ,37.82677373286385,55.8217438779345,1915383.952924386,6424634.685761567
65,255,6188,6188,Автозапчасти Exist,Магазин «Промтовары»,Автозапчасти Exist,да,реализация непродовольственных товаров,"город Москва, улица Земляной Вал, дом 18-22, строение 1",Басманный район,Центральный административный округ,37.65666738738922,55.76016337377164,1907358.8036201482,6414420.880912143
66,263,6387,6387,Подружка,Магазин «Промтовары»,Подружка,да,реализация непродовольственных товаров,"город Москва, Щербаковская улица, дом 35",район Соколиная Гора,Восточный административный округ,37.729619,55.782835,1910945.2113889698,6418396.049812016
67,274,6531,6531,Он и Она,Магазин «Промтовары»,Он и она,да,реализация непродовольственных товаров,"город Москва, Ярцевская улица, дом 15",район Кунцево,Западный административный округ,37.4096784374614,55.736946346371,1893197.7748332312,6406766.399864063
68,283,6644,6644,МТС,Магазин «Промтовары»,МТС,да,реализация непродовольственных товаров,"город Москва, Малая Сухаревская площадь, дом 1, строение 1",Мещанский район,Центральный административный округ,37.628059785831425,55.77380781378026,1905113.479208919,6415291.901568118
69,284,6679,6679,КОМУС,Магазин «Промтовары»,Комус,да,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 2, корпус 2",район Отрадное,Северо-Восточный административный округ,37.59235005791165,55.86768140848401,1899460.888960333,6424662.162501521
70,286,6708,6708,Смешные Цены,Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 10, корпус 2",район Отрадное,Северо-Восточный административный округ,37.59832227792222,55.865775347892,1899893.5504544675,6424581.434834437
71,297,6893,6893,Подружка,Магазин «Промтовары»,Подружка,да,реализация непродовольственных товаров,"город Москва, Ангелов переулок, дом 8",район Митино,Северо-Западный административный округ,37.346228740309336,55.85344122781129,1885063.765470148,6418018.169202496
72,306,7027,7027,Respect,Магазин «Промтовары»,Respect,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 33, корпус 1",Мещанский район,Центральный административный округ,37.631873952144815,55.780343162932226,1905102.3547644543,6416076.117610495
73,310,7031,7031,L'Occitane,Магазин «Промтовары»,L'Occitane,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 33, корпус 1",Мещанский район,Центральный административный округ,37.631873952144815,55.780343162932226,1905102.3547644543,6416076.117610495
74,311,7033,7033,YVES ROCHER,Магазин «Промтовары»,Yves Rocher,да,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 33, корпус 1",Мещанский район,Центральный административный округ,37.631873952144815,55.780343162932226,1905102.3547644543,6416076.117610495
75,352,8126,8126,ПОДРУЖКА,Магазин «Промтовары»,Подружка,да,реализация непродовольственных товаров,"город Москва, улица Бажова, дом 8",район Ростокино,Северо-Восточный административный округ,37.66208416131207,55.83279398840054,1904985.0114973544,6422361.100393003
76,358,8236,8236,Sofo Elegant Cat,Магазин «Промтовары»,Gant,да,реализация непродовольственных товаров,"город Москва, Русаковская улица, дом 31",район Сокольники,Восточный административный округ,37.678489,55.788531000000006,1907628.519243144,6417935.614127101
77,361,8375,8375,ЛИНЗМАСТЕР,Магазин «Промтовары»,Линзмастер,да,реализация непродовольственных товаров,"город Москва, Дмитровское шоссе, дом 163А, корпус 1",район Северный,Северо-Восточный административный округ,37.53922340009041,55.90892973370979,1894713.6361634738,6428000.2589543015
78,373,8767,8767,Organic Shop,Магазин «Промтовары»,Organic Shop,да,реализация непродовольственных товаров,"город Москва, Мичуринский проспект, дом 3",район Раменки,Западный административный округ,37.512655,55.70441699999989,1900664.7035648944,6405399.7903528325
79,375,8920,8920,Белобувь,Магазин «Промтовары»,Белобувь,да,реализация непродовольственных товаров,"город Москва, Дубнинская улица, дом 39",Бескудниковский район,Северный административный округ,37.562988909084076,55.86743068667547,1897690.9387598848,6424022.700617761
80,383,9174,9174,Императорский фарфор,Магазин «Промтовары»,Императорский фарфор,да,реализация непродовольственных товаров,"город Москва, Трубная улица, дом 21",Мещанский район,Центральный административный округ,37.62511701045971,55.77057529332029,1905054.7731812068,6414881.891729953
81,396,9599,9599,TJ Collection,Магазин «Промтовары»,TJ Collection,да,реализация непродовольственных товаров,"город Москва, Неглинная улица, дом 8/10",Мещанский район,Центральный административный округ,37.62072971045305,55.76133152957003,1905131.4732642537,6413793.739742823
82,398,9603,9603,Эконика,Магазин «Промтовары»,Эконика,да,реализация непродовольственных товаров,"город Москва, улица Кузнецкий Мост, дом 18/7",Мещанский район,Центральный административный округ,37.62305507784388,55.761800195843065,1905255.3857239815,6413892.940979605
83,399,9604,9604,Московский Ювелирный Завод,Магазин «Промтовары»,Московский Ювелирный Завод,да,реализация непродовольственных товаров,"город Москва, улица Кузнецкий Мост, дом 18/7",Мещанский район,Центральный административный округ,37.62285647919793,55.76188089554335,1905240.3198712613,6413897.480529113
84,403,9613,9613,Кристалл мечты,Магазин «Промтовары»,Кристалл мечты,да,реализация непродовольственных товаров,"город Москва, улица Рождественка, дом 6/9/20, строение 1",Мещанский район,Центральный административный округ,37.623502032161774,55.76298175262888,1905238.6679163438,6414029.648949249
85,404,9614,9614,Мегафон,Магазин «Промтовары»,Мегафон,да,реализация непродовольственных товаров,"город Москва, улица Рождественка, дом 6/9/20, строение 1",Мещанский район,Центральный административный округ,37.623502032161774,55.76298175262888,1905238.6679163438,6414029.648949249
86,405,9615,9615,Tele2,Магазин «Промтовары»,Tele2,да,реализация непродовольственных товаров,"город Москва, улица Рождественка, дом 6/9/20, строение 1",Мещанский район,Центральный административный округ,37.623502032161774,55.76298175262888,1905238.6679163438,6414029.648949249
87,421,9999,9999,Японский фарфор,Магазин «Промтовары»,Японский фарфор,да,реализация непродовольственных товаров,"город Москва, Мясницкая улица, дом 14/2, строение 1",Басманный район,Центральный административный округ,37.632051325664136,55.76064502938001,1905845.0032173481,6413956.847271533
88,423,10016,10016,Адамас,Магазин «Промтовары»,Адамас,да,реализация непродовольственных товаров,"город Москва, улица Маросейка, дом 7/8, строение 1",Басманный район,Центральный административный округ,37.63304912771166,55.75763338289421,1906017.5300402725,6413653.158716857
89,424,10017,10017,Японский фарфор,Магазин «Промтовары»,Японский фарфор,да,реализация непродовольственных товаров,"город Москва, Мясницкая улица, дом 10, строение 1",Басманный район,Центральный административный округ,37.63173930524765,55.76019112120283,1905842.9042906603,6413901.389619641
90,427,10024,10024,Yves Rocher,Магазин «Промтовары»,Yves Rocher,да,реализация непродовольственных товаров,"город Москва, улица Маросейка, дом 3/13, строение 1",Басманный район,Центральный административный округ,37.63125460958209,55.75752079023021,1905912.6487222288,6413603.430500089
91,430,10119,10119,Ортека,Магазин «Промтовары»,Ортека,да,реализация непродовольственных товаров,"город Москва, Профсоюзная улица, дом 104/47",район Коньково,Юго-Западный административный округ,37.52512947380599,55.64364527734908,1903669.03637578,6399106.56466373
92,440,10352,10352,Подружка,Магазин «Промтовары»,Подружка,да,реализация непродовольственных товаров,"город Москва, Бескудниковский бульвар, дом 12",Бескудниковский район,Северный административный округ,37.56337748366829,55.862146403972865,1897910.377605936,6423461.284579652
93,442,10473,10473,Смешные Цены,Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, улица Санникова, дом 17, строение 2",район Отрадное,Северо-Восточный административный округ,37.59886959876616,55.862944336077796,1900031.8349743187,6424287.78317863
94,871,11129,11129,Смешные цены,Магазин «Промтовары»,Смешные цены,да,реализация непродовольственных товаров,"город Москва, Нагорная улица, дом 37",район Котловка,Юго-Западный административный округ,37.593207782649706,55.670260443464606,1906834.7383842468,6403400.151115417
95,875,11390,11390,Fix Price,Магазин «Промтовары»,Fix Price,да,реализация непродовольственных товаров,"город Москва, Челябинская улица, дом 15",район Ивановское,Восточный административный округ,37.82758570450567,55.7788316464913,1917042.36333816,6420030.130161133
96,885,11600,11600,ЭЛЬДОРАДО,Магазин «Промтовары»,Эльдорадо,да,реализация непродовольственных товаров,"город Москва, улица Менжинского, дом 27",Бабушкинский район,Северо-Восточный административный округ,37.65715639440863,55.86986615941081,1903306.132404279,6426252.272172588
97,890,11849,11849,Gipfel,Магазин «Промтовары»,Gipfel,да,реализация непродовольственных товаров,"город Москва, улица Покровка, дом 32",Басманный район,Центральный административный округ,37.650416477043855,55.760723960319716,1906958.105839384,6414350.223945097
98,902,12087,12087,Улыбка радуги,Магазин «Промтовары»,Улыбка радуги,да,реализация непродовольственных товаров,"город Москва, Саянская улица, дом 4А",район Ивановское,Восточный административный округ,37.825194262130104,55.7672201863027,1917332.4596630188,6418728.941879667
99,906,12180,12180,Магазин «Подружка»,Магазин «Промтовары»,Подружка,да,реализация непродовольственных товаров,"город Москва, Паромная улица, дом 7, корпус 5",район Братеево,Южный административный округ,37.76244700684584,55.637459534775374,1918368.8878323813,6403423.32034408
100,907,12348,12348,Магазин «Fix Price»,Магазин «Промтовары»,Fix Price,да,реализация непродовольственных товаров,"город Москва, Пролетарский проспект, дом 20, корпус 1",район Царицыно,Южный административный округ,37.65739257921636,55.63363271076926,1912106.245874156,6400797.844250193
101,908,12498,12498,Евросеть,Магазин «Промтовары»,Евросеть,да,реализация непродовольственных товаров,"город Москва, Анадырский проезд, дом 8, корпус 1",Лосиноостровский район,Северо-Восточный административный округ,37.682762,55.86360578880304,1905090.6017621232,6426114.173295785
102,916,12531,12531,Чип и Дип CHIPDIP электронные компоненты и приборы,Магазин «Промтовары»,Чип и Дип,да,реализация непродовольственных товаров,"город Москва, улица Гиляровского, дом 39, строение 1",Мещанский район,Центральный административный округ,37.63186245520122,55.78297695794467,1905003.7894767716,6416359.729250686
103,921,12553,12553,Nike,Магазин «Промтовары»,Nike,да,реализация непродовольственных товаров,"город Москва, улица Кузнецкий Мост, дом 14",Мещанский район,Центральный административный округ,37.62172253786152,55.76173884196135,1905176.6843112225,6413858.4274387285
104,925,12573,12573,Республика,Магазин «Промтовары»,Республика,да,реализация непродовольственных товаров,"город Москва, Театральный проезд, дом 5, строение 1",Мещанский район,Центральный административный округ,37.624867007210156,55.76016160501109,1905426.3533252063,6413754.273265892
